u, v
-7.930000000000002, -14.560000000000004
14.950000000000003, 4.290000000000001
0.26000000000000006, -13.520000000000003
-14.950000000000003, -8.060000000000002
-9.620000000000003, 13.520000000000003
-8.320000000000002, 14.300000000000004
13.780000000000003, -3.380000000000001
8.450000000000003, -15.470000000000004
11.440000000000003, -13.390000000000004
2.4700000000000006, -14.560000000000004
4.160000000000001, -14.430000000000003
-1.4300000000000004, 15.210000000000004
14.560000000000004, 1.9500000000000004
13.780000000000003, -13.390000000000004
-13.130000000000003, 14.950000000000003
-12.220000000000002, 14.560000000000004
14.430000000000003, -10.270000000000003
-15.210000000000004, 10.140000000000002
12.090000000000003, -15.210000000000004
8.840000000000002, 14.430000000000003
9.620000000000003, 15.080000000000004
5.200000000000001, -14.560000000000004
-12.740000000000004, -13.390000000000004
-14.560000000000004, -2.3400000000000007
-14.820000000000004, 0.5200000000000001
-3.770000000000001, -14.300000000000004
15.600000000000003, -13.390000000000004
-10.530000000000003, -14.690000000000003
10.400000000000002, 14.560000000000004
11.700000000000003, 15.340000000000003
-14.560000000000004, -13.130000000000003
-0.3900000000000001, 14.040000000000003
14.560000000000004, -7.150000000000002
6.500000000000002, 14.820000000000004
14.950000000000003, 5.330000000000001
-13.650000000000004, -3.120000000000001
-14.040000000000003, -7.280000000000002
13.780000000000003, -1.1700000000000004
-14.170000000000003, 6.370000000000002
-7.280000000000002, 14.560000000000004
7.540000000000002, -15.080000000000004
-15.600000000000003, -12.350000000000003
14.560000000000004, 6.240000000000002
13.520000000000003, 6.8900000000000015
13.260000000000003, -14.560000000000004
14.560000000000004, -9.230000000000002
-14.560000000000004, 11.050000000000002
-6.500000000000002, -14.690000000000003
-11.180000000000003, 14.950000000000003
6.630000000000002, -14.560000000000004
-10.530000000000003, 13.780000000000003
14.560000000000004, 13.520000000000003
1.6900000000000004, -13.910000000000004
-3.250000000000001, 13.130000000000003
-14.560000000000004, -1.3000000000000003
-13.520000000000003, -9.490000000000002
14.560000000000004, 2.9900000000000007
-13.650000000000004, 11.310000000000002
-14.560000000000004, 1.5600000000000005
-14.560000000000004, 12.090000000000003
11.180000000000003, -14.820000000000004
10.140000000000002, -14.560000000000004
-14.560000000000004, -12.090000000000003
-14.560000000000004, -11.050000000000002
-13.520000000000003, -14.040000000000003
14.560000000000004, 9.750000000000002
15.340000000000003, 12.870000000000003
1.1700000000000004, 14.950000000000003
-6.110000000000001, -13.780000000000003
7.540000000000002, 14.560000000000004
-14.560000000000004, -10.010000000000003
12.480000000000004, 14.690000000000003
-8.710000000000003, -15.470000000000004
12.350000000000003, -13.780000000000003
-14.820000000000004, 7.150000000000002
14.560000000000004, -4.940000000000001
14.560000000000004, -5.980000000000001
-1.9500000000000004, -14.820000000000004
3.120000000000001, 14.560000000000004
2.0800000000000005, 14.560000000000004
-7.280000000000002, -13.780000000000003
14.560000000000004, 7.540000000000002
-13.910000000000004, -5.330000000000001
-0.13000000000000003, -14.560000000000004
15.470000000000004, -3.5100000000000007
-14.690000000000003, 8.190000000000001
14.690000000000003, -12.870000000000003
-9.490000000000002, -13.910000000000004
-9.620000000000003, -14.950000000000003
-4.550000000000001, 13.520000000000003
15.080000000000004, 1.0400000000000003
-13.520000000000003, -10.790000000000003
14.560000000000004, 0.13000000000000003
-14.560000000000004, -4.550000000000001
-5.200000000000001, -14.560000000000004
-5.7200000000000015, 13.910000000000004
-9.490000000000002, 14.560000000000004
-4.160000000000001, 14.560000000000004
-12.610000000000003, -14.430000000000003
13.650000000000004, 11.180000000000003
-14.040000000000003, 2.9900000000000007
14.560000000000004, -1.8200000000000005
3.250000000000001, 13.520000000000003
14.560000000000004, -14.560000000000004
4.6800000000000015, 14.430000000000003
5.330000000000001, 15.210000000000004
9.360000000000003, -13.910000000000004
-11.570000000000002, -14.300000000000004
-14.560000000000004, -8.970000000000002
14.560000000000004, 11.830000000000004
-14.560000000000004, 4.6800000000000015
14.560000000000004, -8.190000000000001
-2.6000000000000005, 13.910000000000004
